"iORF_ID","MD5","length","analysis","signature_accession","signature_description","start","stop","score","status","date","interpro_accession","interpro_description"
"ENCT00000123373_ncRNA_0","3f1ffe11da3cccaf97f3356eecf9b5ed",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000166869_110_173","7a0776bb872683a3b5e59ed1dc125971",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT21900000526_203_326","e029966754808922a76941a361748211",40,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,40,"-","T","03-11-2022","-","-"
"ENCT00000351705_ncRNA_9","8021b2123da877e76de37dddebe3b38b",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,18,"-","T","03-11-2022","-","-"
"ENCT00000351705_ncRNA_9","8021b2123da877e76de37dddebe3b38b",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00001005686_46_136","dbb3c2cfa913b5f6fa6abf4b0096fab1",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000480762_65_152","66dd664b1fae75b9ed4a5aac95fc22b0",28,"ProSiteProfiles","PS51827","XRN2-binding (XTBD) domain profile.",1,28,"10.330142","T","03-11-2022","IPR021859","XRN2-binding (XTBD) domain"
"ENCT00000480762_65_152","66dd664b1fae75b9ed4a5aac95fc22b0",28,"Pfam","PF11952","XRN-Two Binding Domain, XTBD",8,28,"1.1E-6","T","03-11-2022","IPR021859","XRN2-binding (XTBD) domain"
"ENCT00000144197_374_488","879a6439f1e99074d7db953366aff8af",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"FTMT25900015245_270_450","ca348317401511c70e4c3d09fc0dff8c",59,"MobiDBLite","mobidb-lite","consensus disorder prediction",27,48,"-","T","03-11-2022","-","-"
"ENST00000414162_75_300","134fa783c4c7b5064558c68f8955c176",74,"MobiDBLite","mobidb-lite","consensus disorder prediction",28,74,"-","T","03-11-2022","-","-"
"ENST00000535572_263_380","a7f574a0213c628904623fb0e2c3a4fd",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENCT00000287115_605_695","fd0c88ad4df71322ed25bd25129c2b3f",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000287727_283_406","bdff0032b73723d21c6c4db04d94496f",40,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000035307_320_410","116f1bfec7cbb7b87d783b65e9005216",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"FTMT23100035891_64_133","7fe73aefcee02c546b036d7acc50eb15",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000558100_23_152","8e8f65f2f5fffc98117f19590890bc2c",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,43,"-","T","03-11-2022","-","-"
"ENCT00000406123_103_166","580ee39b776839988194ebd94eec6754",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000298743_48_282","a3dbe743a089c4ff1e92ac88847d1b43",77,"MobiDBLite","mobidb-lite","consensus disorder prediction",18,77,"-","T","03-11-2022","-","-"
"MICT00000041488_320_383","e328df63f6c6b52a4f6379138268137a",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000395472_0_120","973ef8a3418423b36dc3c7cb47b1f3ee",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",20,39,"-","T","03-11-2022","-","-"
"ENST00000559798_ncRNA_4","ed988c7643343a7e904a331c49678bba",85,"Gene3D","G3DSA:1.10.10.1450","-",1,33,"7.5E-7","T","03-11-2022","-","-"
"ENST00000559798_ncRNA_4","ed988c7643343a7e904a331c49678bba",85,"Pfam","PF17906","HTH domain in Mos1 transposase",2,37,"6.0E-7","T","03-11-2022","IPR041426","Mos1 transposase, HTH domain"
"ENST00000559798_ncRNA_4","ed988c7643343a7e904a331c49678bba",85,"PANTHER","PTHR46060","MARINER MOS1 TRANSPOSASE-LIKE PROTEIN",1,73,"3.5E-21","T","03-11-2022","-","-"
"ENCT00000025837_434_668","5d5ed79518463988399ecd5c3e75858c",77,"MobiDBLite","mobidb-lite","consensus disorder prediction",14,38,"-","T","03-11-2022","-","-"
"ENCT00000025837_434_668","5d5ed79518463988399ecd5c3e75858c",77,"MobiDBLite","mobidb-lite","consensus disorder prediction",20,34,"-","T","03-11-2022","-","-"
"ENCT00000204905_ncRNA_0","bfa65a20a0938bde873703bc23cddea6",74,"MobiDBLite","mobidb-lite","consensus disorder prediction",50,74,"-","T","03-11-2022","-","-"
"MICT00000274572_182_668","50bf9161774bb655a568a9748f7b25ad",161,"MobiDBLite","mobidb-lite","consensus disorder prediction",59,105,"-","T","03-11-2022","-","-"
"MICT00000274572_182_668","50bf9161774bb655a568a9748f7b25ad",161,"MobiDBLite","mobidb-lite","consensus disorder prediction",60,75,"-","T","03-11-2022","-","-"
"ENCT00000358873_272_365","471f664301e69971585cb82b24b2a991",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"MICT00000260525_767_1124","49763930185d0dd81c1bf51b04dcf7ad",119,"Coils","Coil","Coil",78,98,"-","T","03-11-2022","-","-"
"MICT00000260525_767_1124","49763930185d0dd81c1bf51b04dcf7ad",119,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"MICT00000260525_767_1124","49763930185d0dd81c1bf51b04dcf7ad",119,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"MICT00000260525_767_1124","49763930185d0dd81c1bf51b04dcf7ad",119,"Pfam","PF15155","MORF4 family-associated protein1",1,119,"3.2E-58","T","03-11-2022","IPR029254","MORF4 family-associated protein 1"
"ENST00000383778_uORF_13","e1fc46bbe6b689ffc881846b93890cf4",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"MICT00000377518_ncRNA_0","3c99b11b7c34de333eeee0798549c6b3",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"MICT00000377518_ncRNA_0","3c99b11b7c34de333eeee0798549c6b3",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",11,25,"-","T","03-11-2022","-","-"
"ENST00000625218_163_307","4f2fd9165b97bbc596bf81ba1525954f",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"ENST00000625218_163_307","4f2fd9165b97bbc596bf81ba1525954f",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",12,30,"-","T","03-11-2022","-","-"
"FTMT25900007301_306_408","8817ea6841ad774e874deae38e896c67",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT23000004719_134_329","596e10b11735713af8026153e8ded8ea",64,"Coils","Coil","Coil",14,34,"-","T","03-11-2022","-","-"
"FTMT23000004719_134_329","596e10b11735713af8026153e8ded8ea",64,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"FTMT23000004719_134_329","596e10b11735713af8026153e8ded8ea",64,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,64,"-","T","03-11-2022","-","-"
"MICT00000373486_483_585","08f7599369ac1eff6cc01c879764d41f",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"HBMT00000561967_ncRNA_38","2506fa2505045d3985bed0ec411a8d87",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT23100035942_299_362","8c539466fac77cbf012cb23f8c5ed2f7",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000522587_uORF_1","10ea8ab09f5fd844e7703e21120d216a",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000105461_238_307","32800cdd61061ce4d17a5b1c90c0592f",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"MICT00000330111_312_684","ae50271b0d06cf5f224027fa8d5ebb41",124,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"MICT00000330111_312_684","ae50271b0d06cf5f224027fa8d5ebb41",124,"Coils","Coil","Coil",91,124,"-","T","03-11-2022","-","-"
"MICT00000330111_312_684","ae50271b0d06cf5f224027fa8d5ebb41",124,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000395542_16_106","f6518820d90ce319a2ddd70fcbebd5e0",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"FTMT27500008362_ncRNA_10","5b7ea21b61c6e3eb9322ce0df6085a9c",64,"MobiDBLite","mobidb-lite","consensus disorder prediction",39,54,"-","T","03-11-2022","-","-"
"FTMT27500008362_ncRNA_10","5b7ea21b61c6e3eb9322ce0df6085a9c",64,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,64,"-","T","03-11-2022","-","-"
"ENST00000490123_505_706","cf90c7718118daf2f859a65d24f26cd8",67,"ProSiteProfiles","PS50805","Krueppel-associated box (KRAB) profile.",1,42,"10.292252","T","03-11-2022","IPR001909","Krueppel-associated box"
"ENST00000354590_uORF_4","300bec5ddc04d463ec4c55b330857f87",54,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,54,"-","T","03-11-2022","-","-"
"ENST00000354590_uORF_4","300bec5ddc04d463ec4c55b330857f87",54,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,17,"-","T","03-11-2022","-","-"
"ENST00000606448.T0_43_265","0d8ab7e6ae975c5c13c33b8926654bf2",74,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,54,"-","T","03-11-2022","-","-"
"ENST00000460800_ncRNA_37","ac7bfa1e711d25c74885efa5a9f05055",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000498584_ncRNA_3","90e2c3b5c3d502ae6152a46ac1d423fb",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENST00000498584_ncRNA_3","90e2c3b5c3d502ae6152a46ac1d423fb",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENCT00000167564_121_187","aa883016e76d7e4085d35c0fb2f2e7a2",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT29100030783_262_370","704b7e2f4d4bb21a2eb45a4895c1ca8b",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"FTMT24300021665_80_173","0bf73c7f775683ca91460f8cc086b0e7",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"FTMT22300020735_223_316","1047b780fd96f9dfcb4c997c41c7ec41",31,"ProSiteProfiles","PS50942","ENTH domain profile.",1,31,"9.284403","T","03-11-2022","IPR013809","ENTH  domain"
"HBMT00000598849_ncRNA_14","ba18364db11435e3a458b6c54ccf8de1",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00000794106_ncRNA_0","c8aa3906f2aec2cf74ed0270b5a62eba",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"MICT00000310785_291_417","5677977a41a66c78cb908fcef46382c1",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000165786_652_781","a58dca02766db901ad147b49d2a4bd79",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"FTMT23100033270_856_943","65baae0d4b958b374636c36cc719354f",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"FTMT23100033270_856_943","65baae0d4b958b374636c36cc719354f",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"ENST00000464865_ncRNA_11","92e600408caa5efabc2c175b634b66d6",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000485403_uORF_13","613cc0776e419bde030c9cd4923f23cf",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"ENCT00000451901_313_385","9ba79c4b225ae9780c0bdfc77a90876f",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"HBMT00000079420_ncRNA_13","ed4dbc2c5342dd921e4184381afdd0d6",75,"MobiDBLite","mobidb-lite","consensus disorder prediction",26,58,"-","T","03-11-2022","-","-"
"HBMT00000079420_ncRNA_13","ed4dbc2c5342dd921e4184381afdd0d6",75,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,75,"-","T","03-11-2022","-","-"
"HBMT00000079420_ncRNA_13","ed4dbc2c5342dd921e4184381afdd0d6",75,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,25,"-","T","03-11-2022","-","-"
"ENST00000328557_uORF_12","4104f431b6b27e52a8121b399b877dd1",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000328557_uORF_12","4104f431b6b27e52a8121b399b877dd1",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",10,26,"-","T","03-11-2022","-","-"
"HBMT00001252217_117_219","f4cbc71e7991ec195a265d60b6c034b4",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"MICT00000026323_ncRNA_36","9f3777a2946605dcba1e582d33c54079",58,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,58,"-","T","03-11-2022","-","-"
"FTMT21300032715_ncRNA_986","ec94699de5eefd549fdce236d3008a39",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000159864_ncRNA_0","97500016cb27d5cfa86588666a9ce7cc",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000545680_13_136","04aef6a70a5ba7cd3619b4dc4e534b9e",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",22,41,"-","T","03-11-2022","-","-"
"ENST00000417664_uORF_7","24fb52aeae17da7818bc7bec0929ceac",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000612429_uORF_5","5c9b9e9add6b00c25e618599bf1947a6",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"HBMT00000632928_5_68","057cbdfb48136cd211a7d000908a7351",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000407308_263_401","52ba3b2a18f51ef196d2c2e17ef835be",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000407308_263_401","52ba3b2a18f51ef196d2c2e17ef835be",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,46,"-","T","03-11-2022","-","-"
"HBMT00000821009_4162_4411","0f73ecb7b18b12a20f0d1b060272f62e",82,"Pfam","PF07679","Immunoglobulin I-set domain",2,50,"1.8E-5","T","03-11-2022","IPR013098","Immunoglobulin I-set"
"HBMT00000821009_4162_4411","0f73ecb7b18b12a20f0d1b060272f62e",82,"Gene3D","G3DSA:2.60.40.10","Immunoglobulins",1,59,"7.1E-6","T","03-11-2022","IPR013783","Immunoglobulin-like fold"
"HBMT00000821009_4162_4411","0f73ecb7b18b12a20f0d1b060272f62e",82,"SUPERFAMILY","SSF48726","Immunoglobulin",3,52,"2.43E-7","T","03-11-2022","IPR036179","Immunoglobulin-like domain superfamily"
"ENST00000302472_uORF_3","8fc7591e29997b0d533addeb7dc27ef1",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"MICT00000248129_102_183","256c113378a58a20d516889965be9176",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"MICT00000248129_102_183","256c113378a58a20d516889965be9176",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",8,26,"-","T","03-11-2022","-","-"
"HBMT00001347304_71_230","27e747085469b79a0445330019b58377",52,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,52,"-","T","03-11-2022","-","-"
"ENST00000395574_21_90","1e3d997aa194c3cf8027282280b69305",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000571846_252_321","4a9af60fb3b2563f81108bf3b9cd8441",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000404744_496_778","5a0cbb1bc0c99df5142f920775370aa9",93,"MobiDBLite","mobidb-lite","consensus disorder prediction",54,93,"-","T","03-11-2022","-","-"
"ENST00000404744_496_778","5a0cbb1bc0c99df5142f920775370aa9",93,"MobiDBLite","mobidb-lite","consensus disorder prediction",77,93,"-","T","03-11-2022","-","-"
"ENST00000507288_294_372","31a6d3df5dda813c2a8e34cb66cb986d",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENCT00000351650_ncRNA_11","72ef6dbb2455aff2c0dafc83608cc917",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"HBMT00000173890_91_154","1cfd1b30957901aa6f4a4cda3f0da9c8",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000132999_ncRNA_24","2896179ffc896f903da545cf263ecdb4",30,"SUPERFAMILY","SSF57868","Metallothionein",6,30,"3.14E-10","T","03-11-2022","IPR017854","Metallothionein domain superfamily"
"MICT00000132999_ncRNA_24","2896179ffc896f903da545cf263ecdb4",30,"Pfam","PF00131","Metallothionein",6,30,"9.1E-6","T","03-11-2022","IPR003019","Metallothionein"
"MICT00000132999_ncRNA_24","2896179ffc896f903da545cf263ecdb4",30,"Gene3D","G3DSA:4.10.10.10","Metallothionein Isoform II",5,30,"8.3E-9","T","03-11-2022","IPR023587","Metallothionein domain superfamily, vertebrate"
"FTMT25300028298_158_221","9f6cc6fd1da82e61751d72c533b33b61",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"HBMT00000479716_399_462","d73d0895a5f9725bf6008c8f5068c803",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"MICT00000103228_615_675","0ceb6a0a75f3cca6a47fd418d08d8303",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000521369_ncRNA_27","17f3c50bc126d5533f7396dbb7967235",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENCT00000033095_549_612","5da0a07d0f1ac9e9ba03a699bf2c828f",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000053867_50_116","b9921b0da7fc13430262a9aea1cb1b5a",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000278903_uORF_14","b6f788bd4e17a4f7a710f8322358d880",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000323037_661_760","d6a364b093e6a5630a57e0c78f207b64",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",14,32,"-","T","03-11-2022","-","-"
"ENST00000323037_661_760","d6a364b093e6a5630a57e0c78f207b64",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000590776_30_168","a1b001507fbadf5bb334600b07afeb75",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,45,"-","T","03-11-2022","-","-"
"MICT00000149724_2444_2507","830181b48a3cc0a57838e695fa0f0b76",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000586784.T0_84_162","1f3edb50070847ac6d36079268f3187e",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000586784.T0_84_162","1f3edb50070847ac6d36079268f3187e",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,16,"-","T","03-11-2022","-","-"
"ENST00000530468_274_346","1ce0f0a16cfff48f6b168ab998a147aa",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000227525_185_257","c9c07a2c8a40a93885e7c4c6c6c4c543",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000338745_uORF_23","2cfdcce0d8bb08750beb0a5238ff0ba7",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,53,"-","T","03-11-2022","-","-"
"ENST00000338745_uORF_23","2cfdcce0d8bb08750beb0a5238ff0ba7",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"HBMT00000601365_497_590","1b8fae09731769d2a5e517fbf41425ec",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"MICT00000270429_1330_1414","50941381b99e48a39d59f03ae230b568",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000376663_uORF_26","2422b92e263831ab0964133152c7a18d",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000178438_22_94","380e41e3a51cf128da324f57f7cb28f2",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
